botanical_entry_id,botanical_name,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-BR-0125,Murici,murici,1,Fruit;Pulp,Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,126
BOT-BR-0126,Ora-pro-nóbis,ora_pro_nobis,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Protein-rich PANC;Nutrition,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Nutritive,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,127
BOT-BR-0127,Pariparoba,pariparoba,1,Leaf;Root,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Medicinal;Digestive;Liver support,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Hepatoprotective tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,True,False,False,False,Botanicals_Master,128
BOT-BR-0128,Pata-de-vaca,pata_de_vaca,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Medicinal;Functional beverage,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Traditional glycemic support,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,129
BOT-BR-0129,Patauá,pataua,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,130
BOT-BR-0130,Pau-brasil,pau_brasil,1,Wood,Summer;Autumn,Secondary only,Restoration;high-value wood,Heritage;craft;restoration,Wood,,Brazil national tree; cultural flagship and conservation-sensitive species.,,,,,Craft wood / heritage species,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,131
BOT-BR-0131,Pau-rosa,pau_rosa,1,Wood;Leaf;Oil,Summer;Autumn,Secondary only,Essential oil;Aromatic extract,Perfumery;Medicinal,Essential oil;Extract,Linalool-rich oil,High-value aromatic Amazon tree under conservation pressure.,,,,,Aromatic;antimicrobial tendency,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,True,False,False,True,Botanicals_Master,132
BOT-BR-0132,Pequi,pequi,1,Fruit;Pulp,Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Signature Cerrado food tree; high heritage value and strong regional demand.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,133
BOT-BR-0133,Pimenta-rosa,pimenta_rosa,1,Fruit,Spring;Summer,Secondary only,Spice;Cordial;Extract,Flavor;Aromatic,Dried berry;Extract,Volatile oils,Pink pepper tree; valuable specialty spice and flavor ingredient.,,,,,Aromatic;antimicrobial tendency,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,False,False,True,True,True,True,False,Botanicals_Master,134
BOT-BR-0134,Piquiá,piquia,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,135
BOT-BR-0135,Pitanga,pitanga,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,136
BOT-BR-0136,Pitomba,pitomba,1,Fruit;Pulp,Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,137
BOT-BR-0137,Pupunha,pupunha,1,Fruit;Heart of palm,Summer;Autumn,Primary OK,Fruit;Heart of palm;Beverage,Nutrition;Flavor;Starch;Agroforestry,Fresh;Cooked;Heart of palm,Carotenoids;Energy,Key agroforestry palm for fruit and palmito systems.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,138
BOT-BR-0138,Quebra-pedra,quebra_pedra,1,Whole herb,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Medicinal;Functional beverage,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Diuretic tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,139
BOT-BR-0139,Sucupira,sucupira,1,Seed,Year-round,Secondary only,Tea;Tincture;Extract;Tonic,Medicinal;Oil;Functional extract,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Anti-inflammatory tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,False,True,True,False,False,False,False,Botanicals_Master,140
BOT-BR-0140,Taioba,taioba,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Nutrition;PANC;Leaf vegetable,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Nutritive,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,True,False,False,False,Botanicals_Master,141
BOT-BR-0141,Tucumã,tucuma,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,142
BOT-BR-0142,Umbu,umbu,1,Fruit;Pulp,Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Flagship semiarid fruit with strong heritage and processing potential.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,143
BOT-BR-0143,Urucum,urucum,1,Seed,Summer;Autumn,Secondary only,Spice;Colorant;Extract,Color;Flavor;Ingredient,Seed;Powder;Extract,Carotenoids,Important natural colorant crop for food and ingredient systems.,,,,,Antioxidant;food colorant,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,False,True,True,True,False,False,False,Botanicals_Master,144
BOT-BR-0144,Uvaia,uvaia,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,145
BOT-UK-0001,Wild Garlic,wild_garlic,1,Leaf,Mar;Apr,Secondary only,Tea;Culinary,Antimicrobial;Circulation,Fresh;Pesto,Sulphur compounds,Strong ferment booster,Kapha-↓,Lung;Stomach,Warm;Pungent,Boar;Fox,Antimicrobial;circulation,Spring cleanse,Fire;Mars,Woodland floor,Leaf Day;Waxing,Moist;Woodland,Shade,Woodlands,False,True,False,False,True,False,False,Botanical list (kombucha friendly),2
BOT-UK-0002,Yellow Dock Root,yellow_dock_root,1,Root,Sep;Oct;Nov,Secondary only,Bitter;Tonic,Blood;Skin,Dried;Decoction,Iron;Bitters,Very earthy;use lightly,Pitta-neutral;Kapha-↓,Liver;Large Intestine,Warm;Bitter-astringent,Horse;Stag,Iron-mobilising;skin purifying,Skin;Detox,Earth;Mars,Disturbed ground,Root Day;Waning,Clay;Loam,Sun,Pastures,False,False,True,False,False,False,False,Botanical list (kombucha friendly),3
BOT-UK-0003,Mulberry (Black),mulberry_black,1,Fruit,Jun;Jul,Primary OK,Tea;Syrup;Fruit,Blood-building;Cooling,Fresh;Dried,Iron;Vit C,Soft flavour,Vata-↓;Pitta-↓,Liver;Kidney,Cool;Sweet,Snake;Stag,Blood building;immune,Blood;Calm;Nourish,Water;Moon,Old mulberry trees,Fruit Day;Waxing Moon,Rich;Loam,Sun,Gardens,True,True,False,True,True,False,False,Botanical list (kombucha friendly),4
BOT-UK-0004,Angelica Root,angelica_root,1,Root,Aug;Sep,Secondary only,Bitter;Aromatic,Digestive;Circulation,Dried;Tincture,Coumarins;Volatile oils,Strong aromatic root,Kapha-↓;Vata-neutral,Lung;Spleen,Warm;Sweet-pungent,Swan;Hawk,Carminative;blood flow,Digestive;Bitters;Aromatics,Fire;Sun,Woodland,Root Day;Waxing,Moist;Loam,Partial Sun,Woods,False,False,True,False,False,False,False,Botanical list (kombucha friendly),5
BOT-UK-0005,Rosemary,rosemary,2,Leaf,Year-round,Secondary only,Tea;Aromatic,Memory;Circulation,Fresh;Dried,Iron;Calcium,Potent antimicrobial,Kapha-↓;Vata-neutral,Heart;Liver,Warm;pungent,Stag;Dog,Circulatory;antioxidant,Focus;Warmth,Fire;Sun,Mediterranean guild,Leaf Day;Waxing,Well-drained,Sun,Gardens,False,True,False,False,False,False,False,Botanical list (kombucha friendly),6
BOT-UK-0006,Rose (var. petals),rose_var_petals,1,Flower,May;Jun;Jul;Aug,Primary OK,Tea;Aromatic;Topical,Mood;Skin;Heart;Calm,Fresh;Dried;Hydrosol;Oil infusion,Vit C;Polyphenols,Must be unsprayed,Pitta-↓;Vata-↓,Heart;Liver,Cool;Sweet;bitter;Aromatic,Phoenix;Horse,Anxiolytic;astringent;antioxidant,Aphrodisiac;Calm;Beauty/Skin;Heart,Water;Venus,Pollinator;Hedgerow,Flower Day;Waxing Moon;Ascending Moon;Moon in Libra,Moist;Loam;Garden,Full Sun,Gardens;hedges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),7
BOT-UK-0007,Mint (all varieties),mint_all_varieties,1,Leaf,Jun;Jul;Aug,Primary OK,Tea;Cooling,Digestive;Cooling,Fresh;Dried,Menthol,SCOBY-safe,Pitta-↓,Lung;Stomach,Cool;pungent,Snake;Fox,Digestive;cooling,Summer;Cooling,Water;Mercury,Runner plant,Leaf Day;Waxing,Moist;Loam,Sun/Partial,Everywhere,True,True,False,False,False,False,False,Botanical list (kombucha friendly),8
BOT-UK-0008,Wild Strawberry,wild_strawberry,1,Fruit,May;Jun,Primary OK,Fruit;Tea,Cooling;Skin,Fresh;Dried,Vit C;Manganese,Leaf medicinal too,Pitta-↓,Lung;Heart,Cool;Sweet-sour,Fawn;Bird,Anti-inflammatory,Beauty;Calm;Gentle,Water;Venus,Woodland edge,Fruit Day;Waxing Moon,Moist;Loam,Partial Sun,Wood edges,True,True,False,False,True,False,False,Botanical list (kombucha friendly),9
BOT-UK-0009,Clover (White),clover_white,1,Flower,Jun;Jul;Aug,Primary OK,Tea,Mild tonic;Cooling,Fresh;Dried,Minerals,Very gentle; child-safe,Vata-neutral;Pitta-↓,Lung;Liver,Cool;Sweet;Mild,Lamb;Rabbit,Mild detox;soothing,Gentle Detox;Summer Coolers,Water;Moon,Nitrogen fixer,Flower Day;Waxing Moon;Ascending Moon;Moon in Cancer,Moist;Meadow soil,Full Sun,Fields;lawns;meadows,True,True,False,False,False,False,False,Botanical list (kombucha friendly),10
BOT-UK-0010,Borage Flower,borage_flower,1,Flower,Jun;Jul;Aug,Primary OK,Tea;Decoration,Adrenal support;Cooling,Fresh;Dried,Trace minerals;Gamma-linolenic acid (low in flower),Very mild; lovely blue colour,Pitta-↓;Kapha-neutral,Lung;Heart,Cool;Mild;Sweet,Bee;Frog,Mild anti-inflammatory;adrenal soothing,Cooling;Mood;Summer Drinks,Air;Moon,Bee magnet;Annual herb,Flower Day;Waxing Moon;Ascending Moon;Moon in Cancer,Rich;Loam,Full Sun,Gardens;edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),11
BOT-UK-0011,Thyme,thyme,2,Leaf,Year-round,Secondary only,Tea;Aromatic,Antimicrobial;Respiratory,Fresh;Dried,Carvacrol;Thymol,Very antimicrobial,Kapha-↓,Lung;Stomach,Warm;pungent,Fox;Wren,Antimicrobial;spasmolytic,Respiratory;Warming,Fire;Mars,Rock garden guild,Leaf Day;Waxing,Rocky;Loam,Sun,Walls;gardens,False,True,False,False,False,False,False,Botanical list (kombucha friendly),12
BOT-UK-0012,Yarrow (basal leaf – winter),yarrow_basal_leaf_winter,1,Leaf,Dec;Jan,Secondary only,Bitter;Tea,Immune;Digestive,Dried,Flavonoids,Bitter; use lightly,Pitta-↓,Liver;Lung,Cool;Bitter,Wolf;Fox,Immune;digestive,Winter tonics,Air;Mars,Meadow,Leaf/Root Day;Waning,Dry;Meadow,Sun,Meadows,False,True,True,False,False,False,False,Botanical list (kombucha friendly),13
BOT-UK-0013,Linden (Lime Blossom),linden_lime_blossom,1,Flower,Jun;Jul,Primary OK,Tea;Calm,Nervous system;Heart-calming,Dried;Fresh,Flavonoids;Mucilage,Very gentle European calm herb,Vata-↓;Pitta-↓,Heart;Lung,Cool;Sweet;Aromatic,Swan;Dove,Anxiolytic;mild sedative;antispasmodic,Calm;Night;Heart Calm,Air;Venus;Moon,Big canopy tree,Flower Day;Waxing Moon;Ascending Moon;Moon in Libra,Moist;Rich;Loam,Full Sun;Parks,Streets;parks,True,True,False,False,False,False,False,Botanical list (kombucha friendly),14
BOT-UK-0014,Mint (Spearmint/Peppermint),mint_spearmint_peppermint,1,Leaf,Jun;Jul;Aug;,Primary OK,Aromatic;Tea,Digestive;Cooling;Mild stimulant,Fresh;Dried;Hydrosol,Vit C;Volatile oils (menthol etc.),Very SCOBY-safe; ideal base for Jun/2F,Pitta-↓;Kapha-↓;Vata-neutral,Lung;Stomach,Cool;Pungent;Aromatic,Monkey;Horse,Carminative;antispasmodic;digestive stimulant,Digestive;Pre/Post-Sport Refresh;Cooling,Air;Mercury,Spreading rhizome herb,Leaf Day;Waxing Moon;Ascending Moon;Moon in Gemini,Moist;Loam;Garden,Full Sun;Partial Shade,Gardens;stream edges;feral patches,True,True,False,False,False,False,False,Botanical list (kombucha friendly),15
BOT-UK-0015,Sorrel (Garden),sorrel_garden,1,Leaf,Apr;May;Jun;Jul;Aug;Sep;,Primary OK,Greens;Tea,Cooling;Mineral support,Fresh;Dried,Vit C;Minerals;Oxalates,Tart lemony; use moderately (oxalates),Pitta-↓;Kapha-↓;Vata-neutral,Liver;Stomach,Cool;Sour;Refreshing,Hare;Deer,Mild digestive;cooling;diuretic,Cooling;Mineral Support;Spring/Summer Greens,Water;Moon,Perennial herb;Good in polycultures,Leaf Day;Waxing Moon;Ascending Moon;Moon in Pisces,Moist;Loam;Rich,Full Sun;Partial Shade,Gardens;meadows;permaculture beds,True,True,False,False,False,False,False,Botanical list (kombucha friendly),16
BOT-UK-0016,Juniper Berry,juniper_berry,1,Berry/Cone,Sep;Oct;Nov;Dec,Secondary only,Spice;Bitters,Digestive;Kidney,Dried;Crushed,Volatile oils,Strong taste; diuretic,Kapha-↓,Kidney;Lung,Warm;pungent;aromatic,Wolf;Hawk,Antimicrobial;digestive,Bitters;Spice,Fire;Mars,Dry-land pioneer,Seed Day;Waxing,Chalk;Sandy,Sun,Heath;coastal,False,False,True,False,False,False,False,Botanical list (kombucha friendly),17
BOT-UK-0017,Rowan Berry,rowan_berry,1,Berry,Sep;Oct,Secondary only,Jelly;Ferment,Immune;Anti-inflammatory,Cooked;Frozen,Vit C;Carotenoids,Must be cooked,Kapha-↓,Liver;Lung,Warm;Bitter-sour,Falcon;Fox,Astringent;immune,Immune;Astringent;Autumn,Fire;Mars,Mountain/woodland,Fruit Day;Waning Moon,Acidic;Hill soils,Sun,Upland woods,False,False,False,False,False,False,False,Botanical list (kombucha friendly),18
BOT-UK-0018,Wild Carrot Root,wild_carrot_root,1,Root,Jul;Aug,Secondary only,Aromatic;Culinary,Digestive;Diuretic,Fresh;Dried,Vit A;Fiber,Identify carefully (poison hemlock lookalike),Vata-neutral,Kidney;Spleen,Neutral;Sweet-earthy,Deer;Rabbit,Mild digestive,Digestive;Earthy,Earth;Mercury,Meadow,Root Day;Waxing,Loam;Meadow,Sun,Fields,False,False,False,False,True,False,False,Botanical list (kombucha friendly),19
BOT-UK-0019,Oregano,oregano,1,Leaf,Year-round,Secondary only,Tea;Aromatic,Antimicrobial;Digestive,Fresh;Dried,Carvacrol,Strong flavour,Kapha-↓,Lung;Spleen,Warm;pungent,Bear;Crow,Antimicrobial;digestive,Warm;Winter,Fire;Mars,Mediterranean,Leaf Day;Waxing,Dry;Rocky,Sun,Gardens,False,True,False,False,False,False,False,Botanical list (kombucha friendly),20
BOT-UK-0020,Raspberry Leaf,raspberry_leaf,1,Leaf,May;Jun;Jul;,Primary OK,Tea;Tonic,Reproductive support;Tonic;Mild astringent,Dried,Minerals;Tannins,Classic uterine tonic; widely used for menstrual/pregnancy support,Vata-soothing;Pitta-neutral;Kapha-neutral,Uterus (extra-TCM);Liver,Neutral;Slightly bitter;Astringent,Doe;Deer,Uterine tonic;astringent;nutritive,Hormonal/Female;Tonic Teas,Earth;Moon,Hedgerow cane;Fruit support,Leaf Day;Waxing Moon;Ascending Moon;Moon in Cancer,Loam;Rich;Hedgerow,Full Sun;Partial Shade,Hedges;old gardens;edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),21
BOT-UK-0021,Burdock Root,burdock_root,1,Root,Sep;Oct;Nov;Mar,Secondary only,Tea;Decoction;Broth,Blood purifier;Skin,Fresh;Dried,Inulin;Iron,Mild earthy bitterness,Pitta-neutral;Kapha-↓,Liver;Stomach,Neutral;Sweet-bitter,Bear;Bull,Detoxifying;prebiotic,Skin;Detox;Spring,Earth;Saturn,Deep taproot;soil breaker,Root Day;Waning,Deep;Loam,Sun;Partial,Hedgerows,False,True,False,False,False,False,False,Botanical list (kombucha friendly),22
BOT-UK-0022,Bilberry,bilberry,1,Berry,Jun;Jul,Primary OK,Tea;Fruit;Extract,Vision;Vascular,Fresh;Frozen;Dried,Vit C;K;Anthocyanins,Strong anthocyanins,Pitta-neutral,Liver;Kidney,Cool;Astringent,Owl;Fox,Antioxidant;vascular,Vision;Night;Recovery,Water;Jupiter,Moorland berry,Fruit Day;Waning Moon,Acidic;Peaty,Partial Shade,Heath;moor,True,True,False,False,True,False,False,Botanical list (kombucha friendly),23
BOT-UK-0023,Marshmallow Root,marshmallow_root,1,Root,Oct;Nov,Secondary only,Tea;Decoction,Throat;Gut lining;Soothing,Dried;Cold infusion,Mucilage;Calcium,Very soothing mucilage,Vata-↓,Lung;Stomach,Cool;Sweet;Slippery,Swan;Doe,Demulcent;anti-inflammatory,Gut;Throat;Soothe,Water;Moon,Moist beds,Root Day;Waning,Moist;Loam,Sun;Partial,Meadows,False,True,False,False,False,False,False,Botanical list (kombucha friendly),24
BOT-UK-0024,Chicory Root,chicory_root,1,Root,Sep;Oct;Nov,Secondary only,Bitter;Coffee alt,Liver;Digestive,Roasted;Dried,Inulin;Potassium,Strong bitter,Pitta-neutral,Liver;Stomach,Warm;Bitter,Goat;Ox,Prebiotic;bitter tonic,Coffee blends;Bitters,Fire;Mercury,Soil improver,Root Day;Waning,Loam;Disturbed,Sun,Roadsides,False,False,True,False,False,False,False,Botanical list (kombucha friendly),25
BOT-UK-0025,Sage,sage,2,Leaf,Year-round,Secondary only,Tea;Aromatic,Throat;Antimicrobial,Fresh;Dried,Vit K;Essential oils,Intense; use lightly,Kapha-↓,Lung;Liver,Warm;bitter-pungent,Owl;Hare,Antimicrobial;hormonal,Throat;Women’s,Air;Mercury,Herb spiral,Leaf Day;Waxing,Chalky;Dry,Sun,Gardens,False,True,False,False,False,False,False,Botanical list (kombucha friendly),26
BOT-UK-0026,Blackberry,blackberry,1,Fruit,Aug;Sep,Secondary only,Fruit;Syrup;Ferment,Antioxidant;Blood;Immune,Fresh;Frozen;Juice;Dried,Vit C;K;Anthocyanins,High pectin; tart,Pitta-neutral;Vata-↓,Liver;Kidney,Cool;Sweet-sour;Astringent,Bear;Blackbird,Antioxidant;vascular support,Immune;Sour Blends;Autumn Tonics,Water;Mars,Hedgerow king;Wild bramble,Fruit Day;Waning Moon,Loam;Hedgerow,Partial Shade;Sun,Hedgerows;woodland edges,False,False,False,True,True,False,False,Botanical list (kombucha friendly),27
BOT-UK-0027,Chickweed,chickweed,2,Leaf,Mar;Apr;May;,Primary OK,Greens;Tea,Cooling;Skin support;Mild detox,Fresh;Dried,Vit C;Minerals,Very mild; great raw or as gentle spring tea,Pitta-reducing;Vata-soothing;Kapha-neutral,Lung;Skin,Cool;Mild;Slightly salty,Mouse;Hare,Emollient;anti-inflammatory;soothing,Skin/Topical;Gentle Detox;Spring Cleanse,Water;Moon,Groundcover;Living mulch,Leaf Day;Waning Moon;Descending Moon;Moon in Cancer,Moist Loam;Rich;Garden soil,Partial Shade;Full Sun (cool sites),Gardens;path edges;beds;moist disturbed soil,True,True,False,False,False,False,False,Botanical list (kombucha friendly),28
BOT-UK-0028,Nettle Root,nettle_root,1,Root,Oct;Nov,Secondary only,Decoction;Extract,Hormonal (men);Kidney,Dried;Tincture,Minerals;lignans,Use low dose,Kapha-↓;Vata-neutral,Kidney;Liver,Warm;Astringent,Stag;Bull,Prostate support;anti-inflammatory,Hormonal;Men’s,Earth;Mars,Edges;soil improver,Root Day;Descending,Moist;Loam,Partial Sun,Riverbanks,False,False,False,False,False,False,False,Botanical list (kombucha friendly),29
BOT-UK-0029,Raspberry,raspberry,1,Fruit,Jun;Jul;Aug,Primary OK,Fruit;Tea;Ferment,Reproductive;Cooling,Fresh;Dried;Leaf tea,Vit C;Manganese,Leaves also medicinal,Pitta-↓;Vata-↓,Liver;Kidney,Cool;Sweet-tart,Deer;Rabbit,Uterine tonic;anti-inflammatory,Female Health;Cooling;Summer,Water;Venus,Permaculture patch;Cane fruit,Fruit Day;Waxing Moon,Moist;Loam,Full Sun,Edges;gardens,True,True,False,False,True,False,False,Botanical list (kombucha friendly),30
BOT-UK-0030,Cardamom (imported but allowed),cardamom_imported_but_allowed,1,Seed,Year-round,Secondary only,Tea;Aromatic,Digestive;Lung,Whole;Crushed,Manganese,Potent aromatic,Kapha-↓,Lung;Heart,Warm;Sweet-aromatic,Peacock,Carminative;lung-opening,Aromatic;Digestive,Air;Mercury,N/A,Seed Day;Waxing,Rich;Loam,Sun,Not UK native,False,True,False,False,False,False,False,Botanical list (kombucha friendly),31
BOT-UK-0031,Wood Sorrel,wood_sorrel,2,Leaf,Apr;May;Jun;,Primary OK,Greens;Tea,Cooling;Mild digestive,Fresh,Vit C;Oxalates,Sharp lemony taste; use sparingly (oxalates),Pitta-↓;Kapha-↓;Vata-neutral,Liver;Stomach,Cool;Sour;Tangy,Fawn;Hare,Mild digestive stimulant;cooling,Cooling Summer;Light Digestive,Water;Moon,Woodland floor herb,Leaf Day;Waxing Moon;Ascending Moon;Moon in Pisces,Acidic;Woodland loam,Shade;Woodland,Woodland floors;shaded banks,True,True,False,False,False,False,False,Botanical list (kombucha friendly),32
BOT-UK-0032,Sloe (Blackthorn),sloe_blackthorn,1,Berry,Oct;Nov,Secondary only,Gin;Bitters,Astringent;Digestive,Frozen;Fresh,Tannins,Very astringent,Kapha-↓,Liver;Kidney,Cool;Very astringent,Wolf;Raven,Astringent;digestive,Bitters;Winter;Digestive,Air;Saturn,Hedgerows;wild,Fruit Day;Waning Moon,Chalk;Hedgerow,Sun;Edges,Hedgerows,False,False,True,False,False,False,False,Botanical list (kombucha friendly),33
BOT-UK-0033,Lemon Balm,lemon_balm,2,Leaf,Jun;Jul;Aug,Primary OK,Tea;Calm,Nervous system;Digestive,Fresh;Dried,Vit C;Terpenes,Mild; safe,Vata-↓;Pitta-↓,Heart;Liver,Cool;Sweet-aromatic,Cat;Butterfly,Calmative;digestive,Calm;Evening,Water;Moon,Bee attractor,Leaf Day;Waxing,Rich;Moist,Partial Shade,Gardens,True,True,False,False,False,False,False,Botanical list (kombucha friendly),34
BOT-UK-0034,Elderflower,elderflower,1,Flower,May;Jun,Primary OK,Tea;Aromatic;Syrup,Immune;Cooling;Respiratory,Fresh;Dried;Hydrosol;Syrup,Vit C;Flavonoids,Classic SCOBY-safe floral,Pitta-↓;Kapha-↓;Vata-neutral,Lung;Wei Qi,Cool;Light;Sweet;Slightly pungent,Rabbit;Hare,Diaphoretic;anti-catarrhal;antiviral tendency,Immune;Cooling Drinks;Respiratory,Air;Moon;Venus,Hedgerow tree;Pollinator attractor,Flower Day;Waxing Moon;Ascending Moon;Moon in Gemini,Loam;Hedgerow;Moist,Partial Shade;Full Sun,Hedges;woodland edges,True,True,False,True,False,False,False,Botanical list (kombucha friendly),35
BOT-UK-0035,Clover (Red),clover_red,1,Flower,Jun;Jul;Aug,Primary OK,Tea;Tonic,Hormonal support;Blood purifier,Fresh;Dried,Isoflavones;Minerals,Slight estrogenic action,Pitta-neutral;Kapha-neutral,Liver;Blood,Cool;Sweet;Neutral,Cow;Doe,Purifying;skin support;phytoestrogen,Hormonal/Female;Skin;Tonic,Air;Venus,Nitrogen fixer;Bee plant,Flower Day;Waxing Moon;Ascending Moon;Moon in Taurus,Moist;Loam,Full Sun;Meadow,Meadows;pastures,True,True,False,False,False,False,False,Botanical list (kombucha friendly),36
