product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00647,Cereja-do-rio-grande — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,543
PROD-BR-00648,Cereja-do-rio-grande — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,544
PROD-BR-00649,Cereja-do-rio-grande — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,545
PROD-BR-00650,Cereja-do-rio-grande — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,546
PROD-BR-00651,Cereja-do-rio-grande — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,547
PROD-BR-00652,Cereja-do-rio-grande — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Cereja-do-rio-grande,,Cereja-do-rio-grande,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,548
PROD-BR-00655,Copaíba — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Copaíba,,Copaíba,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Oleoresin species with strong medicinal and cosmetic markets.,Products,549
PROD-BR-00656,Copaíba — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage; Premium,Copaíba,,Copaíba,,Wellness; Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Oleoresin species with strong medicinal and cosmetic markets.",Products,550
PROD-BR-00657,Copaíba — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Copaíba,,Copaíba,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Oleoresin species with strong medicinal and cosmetic markets.,Products,551
PROD-BR-00658,Copaíba — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Wellness; Heritage; Premium,Copaíba,,Copaíba,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Oleoresin species with strong medicinal and cosmetic markets.,Products,552
PROD-BR-00659,Copaíba — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage; Premium,Copaíba,,Copaíba,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Oleoresin species with strong medicinal and cosmetic markets.,Products,553
PROD-BR-00660,Cumaru — Aromatic Extract / Hydrosol,Aromatic / Cosmetic,,Aromatic Extract / Hydrosol,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Direct,,Concept,Evidence Basis: Perfumery / aromatic extraction cue | Processing Type: Distillation / solvent extraction | Suggested Packaging / Form: Hydrosol bottle / extract bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,554
PROD-BR-00661,Cumaru — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,555
PROD-BR-00662,Cumaru — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Cumaru,,Cumaru,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,556
PROD-BR-00663,Cumaru — Culinary Seasoning / Herb,Culinary,,Culinary Seasoning / Herb,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Direct,,Concept,Evidence Basis: Herb / spice cue | Processing Type: Fresh cut / drying / blending | Suggested Packaging / Form: Fresh bunch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,557
PROD-BR-00664,Cumaru — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Direct,,Concept,Evidence Basis: Spice seed/bark/aromatic cue | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,558
PROD-BR-00665,Cumaru — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,559
PROD-BR-00667,Cumaru — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,560
PROD-BR-00668,Cumaru — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Heritage; Premium,Cumaru,,Cumaru,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Tonka bean tree; strong specialty flavor and perfumery interest.,Products,561
PROD-BR-00669,Cupuaçu — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Cupuaçu,,Cupuaçu,,Heritage; Premium; Beverage,Direct,,Concept,"Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,562
PROD-BR-00670,Cupuaçu — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Cupuaçu,,Cupuaçu,,Heritage; Premium,Inferred,,Concept,"Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,563
PROD-BR-00671,Cupuaçu — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Premium; Fresh market,Cupuaçu,,Cupuaçu,,Heritage; Premium; Fresh market,Direct,,Concept,"Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,564
PROD-BR-00672,Cupuaçu — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage; Premium,Cupuaçu,,Cupuaçu,,Heritage; Premium,Direct,,Concept,"Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,565
PROD-BR-00673,Cupuaçu — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Cupuaçu,,Cupuaçu,,Heritage; Premium; Beverage,Inferred,,Concept,"Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,566
PROD-BR-00674,Cupuaçu — Jam / Preserve,Pantry,,Jam / Preserve,Heritage; Premium,Cupuaçu,,Cupuaçu,,Heritage; Premium,Inferred,,Concept,"Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,567
PROD-BR-00675,Cupuaçu — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Premium; Beverage,Cupuaçu,,Cupuaçu,,Heritage; Premium; Beverage,Inferred,,Concept,"Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",Products,568
PROD-BR-00678,Erva-baleeira — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Premium,Erva-baleeira,,Erva-baleeira,,Wellness; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,569
PROD-BR-00679,Erva-baleeira — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Premium,Erva-baleeira,,Erva-baleeira,,Wellness; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,570
PROD-BR-00680,Erva-baleeira — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Erva-baleeira,,Erva-baleeira,,Wellness; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,571
PROD-BR-00681,Erva-baleeira — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Erva-baleeira,,Erva-baleeira,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,572
PROD-BR-00684,Erva-baleeira — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Premium,Erva-baleeira,,Erva-baleeira,,Wellness; Premium,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,573
PROD-BR-00685,Erva-mate — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.,Products,574
PROD-BR-00686,Erva-mate — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage; Premium,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.",Products,575
PROD-BR-00687,Erva-mate — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.,Products,576
PROD-BR-00688,Erva-mate — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.,Products,577
PROD-BR-00691,Erva-mate — Roasted Beverage,Beverage,,Roasted Beverage,Wellness; Heritage; Premium; Beverage,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Coffee / maté / roasted beverage cue | Processing Type: Roasting / brewing | Suggested Packaging / Form: Whole bean / ground / tea cut | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.,Products,578
PROD-BR-00692,Erva-mate — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage; Premium,Erva-mate,,Erva-mate,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Core southern Brazil beverage plant with strong heritage and health positioning.,Products,579
PROD-BR-00693,Espinheira-santa — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Espinheira-santa,,Espinheira-santa,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,580
PROD-BR-00694,Espinheira-santa — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage; Premium,Espinheira-santa,,Espinheira-santa,,Wellness; Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,581
PROD-BR-00695,Espinheira-santa — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Espinheira-santa,,Espinheira-santa,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,582
PROD-BR-00696,Espinheira-santa — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Espinheira-santa,,Espinheira-santa,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,583
PROD-BR-00699,Espinheira-santa — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage; Premium,Espinheira-santa,,Espinheira-santa,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,584
PROD-BR-00700,Goiaba — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba,,Goiaba,,Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,585
PROD-BR-00701,Goiaba — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba,,Goiaba,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,586
PROD-BR-00702,Goiaba — Fresh Produce,Fresh / Raw,,Fresh Produce,Premium; Fresh market,Goiaba,,Goiaba,,Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,587
PROD-BR-00703,Goiaba — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Premium,Goiaba,,Goiaba,,Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,588
PROD-BR-00704,Goiaba — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba,,Goiaba,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,589
PROD-BR-00705,Goiaba — Jam / Preserve,Pantry,,Jam / Preserve,Premium,Goiaba,,Goiaba,,Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,590
PROD-BR-00706,Goiaba — Juice / Nectar,Beverage,,Juice / Nectar,Premium; Beverage,Goiaba,,Goiaba,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,591
PROD-BR-00709,Goiaba — Kumagai — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Kumagai,,Goiaba — Kumagai,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,592
PROD-BR-00710,Goiaba — Kumagai — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Goiaba — Kumagai,,Goiaba — Kumagai,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,593
PROD-BR-00711,Goiaba — Kumagai — Fresh Produce,Fresh / Raw,,Fresh Produce,Fresh market,Goiaba — Kumagai,,Goiaba — Kumagai,,Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,594
PROD-BR-00712,Goiaba — Kumagai — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,General,Goiaba — Kumagai,,Goiaba — Kumagai,,General,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,595
PROD-BR-00713,Goiaba — Kumagai — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Goiaba — Kumagai,,Goiaba — Kumagai,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,596
PROD-BR-00714,Goiaba — Kumagai — Jam / Preserve,Pantry,,Jam / Preserve,General,Goiaba — Kumagai,,Goiaba — Kumagai,,General,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,597
PROD-BR-00715,Goiaba — Kumagai — Juice / Nectar,Beverage,,Juice / Nectar,Beverage,Goiaba — Kumagai,,Goiaba — Kumagai,,Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: White-fleshed table guava cultivar common in São Paulo orchards.,Products,598
PROD-BR-00718,Goiaba — Ogawa — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Goiaba — Ogawa,,Goiaba — Ogawa,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://ainfo.cnptia.embrapa.br/digital/bitstream/item/128279/1/PLANTAR-Goiaba-ed02-2010.pdf | Notes: Commercial guava cultivar used in Brazil.,Products,599
