zone_profile_id,botanical_entry_id,branch_id,country,region,zone,microclimate_tags,production_mode,growth_habit,forest_garden_layer,guild_roles,light_preference,flood_tolerance,salinity_tolerance,heat_tolerance,fire_tolerance,harvest_window_brazil,propagation_methods,conservation_status,notes,source_table,source_row
BRWM-00199,BOT-BR-0070,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,200
BRWM-00200,BOT-BR-0070,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,201
BRWM-00201,BOT-BR-0071,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,202
BRWM-00202,BOT-BR-0071,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,203
BRWM-00203,BOT-BR-0072,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,204
BRWM-00204,BOT-BR-0072,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Highland|South_Subtropical; biome_basis=highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,205
BRWM-00205,BOT-BR-0073,branch_brazil,Brazil,North,North Amazon transition,warm lowland;managed irrigation,Cultivated / managed,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,206
BRWM-00206,BOT-BR-0073,branch_brazil,Brazil,North,Nationwide managed orchards,warm lowland;managed irrigation,Cultivated orchard,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,207
BRWM-00207,BOT-BR-0073,branch_brazil,Brazil,Southeast,Nationwide managed orchards,warm lowland;managed irrigation,Cultivated orchard,Shrub,Shrub,fruit_producer;structural,full sun to light shade,low,low,medium to high,very low,regional / variable,seed;cutting_limited;graft_limited;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,208
BRWM-00208,BOT-BR-0074,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained savanna soils,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado; biome_basis=cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,209
BRWM-00209,BOT-BR-0074,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained savanna soils,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,210
BRWM-00210,BOT-BR-0075,branch_brazil,Brazil,Northeast,Northeast Semiarid,orchard;agroforestry;well-drained,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Caatinga|Coastal_Restinga; biome_basis=amazon|caatinga|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,211
BRWM-00211,BOT-BR-0075,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,orchard;agroforestry;well-drained,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Caatinga|Coastal_Restinga; biome_basis=amazon|caatinga|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,212
BRWM-00212,BOT-BR-0076,branch_brazil,Brazil,North,North Amazon Wet,humid tropical;full sun,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,213
BRWM-00213,BOT-BR-0076,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid tropical;full sun,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,214
BRWM-00214,BOT-BR-0077,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid uplands;well-drained,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Highland; biome_basis=atlantic_forest|highland; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,215
BRWM-00215,BOT-BR-0077,branch_brazil,Brazil,Southeast,Southeast Highland Mild,humid uplands;well-drained,Cultivated orchard,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Highland; biome_basis=atlantic_forest|highland; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,216
BRWM-00216,BOT-BR-0078,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid Atlantic forest orchard,Cultivated orchard,Tree,Canopy,fruit_producer;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest; biome_basis=atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,217
BRWM-00217,BOT-BR-0079,branch_brazil,Brazil,North,North Amazon Wet,floodplain;humid systems,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,218
BRWM-00218,BOT-BR-0080,branch_brazil,Brazil,North,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Herb,Herbaceous,medicinal,full sun to part shade,low,low,high,low,regional / variable,seed_limited;cutting_limited;division;tissue_culture,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,219
BRWM-00219,BOT-BR-0080,branch_brazil,Brazil,Northeast,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Herb,Herbaceous,medicinal,full sun to part shade,low,low,high,low,regional / variable,seed_limited;cutting_limited;division;tissue_culture,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,220
BRWM-00220,BOT-BR-0080,branch_brazil,Brazil,Southeast,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Herb,Herbaceous,medicinal,full sun to part shade,low,low,high,low,regional / variable,seed_limited;cutting_limited;division;tissue_culture,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,221
BRWM-00221,BOT-BR-0080,branch_brazil,Brazil,Central-West,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Herb,Herbaceous,medicinal,full sun to part shade,low,low,high,low,regional / variable,seed_limited;cutting_limited;division;tissue_culture,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,222
BRWM-00222,BOT-BR-0081,branch_brazil,Brazil,South,South Subtropical Humid,full sun;well-drained,Managed medicinal crop,Subshrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado|South_Subtropical; biome_basis=atlantic_forest|cerrado|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,223
BRWM-00223,BOT-BR-0081,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,full sun;well-drained,Managed medicinal crop,Subshrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado|South_Subtropical; biome_basis=atlantic_forest|cerrado|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,224
BRWM-00224,BOT-BR-0082,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,forest understory / managed shade,Managed medicinal crop,Tree,Canopy,medicinal;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,225
BRWM-00225,BOT-BR-0082,branch_brazil,Brazil,South,South Subtropical Humid,forest understory / managed shade,Managed medicinal crop,Tree,Canopy,medicinal;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,226
BRWM-00226,BOT-BR-0083,branch_brazil,Brazil,South,South Subtropical Humid,mild subtropical orchard,Cultivated orchard,Tree,Shrub,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,227
BRWM-00227,BOT-BR-0083,branch_brazil,Brazil,Southeast,Southeast Highland Mild,mild subtropical orchard,Cultivated orchard,Tree,Shrub,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,228
BRWM-00228,BOT-BR-0084,branch_brazil,Brazil,North,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest|Cerrado; biome_basis=amazon|atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,229
BRWM-00229,BOT-BR-0084,branch_brazil,Brazil,Central-West,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest|Cerrado; biome_basis=amazon|atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,230
BRWM-00230,BOT-BR-0084,branch_brazil,Brazil,Southeast,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Tree,Canopy,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest|Cerrado; biome_basis=amazon|atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,231
BRWM-00231,BOT-BR-0085,branch_brazil,Brazil,North,North Amazon Wet,humid tropical forest,Managed medicinal crop,Tree,Canopy,fruit_producer;medicinal;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,232
BRWM-00232,BOT-BR-0086,branch_brazil,Brazil,North,North Amazon Wet,humid lowland;agroforestry,Cultivated orchard,Tree,Sub-canopy,fruit_producer;structural,filtered sun to part shade,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,233
BRWM-00233,BOT-BR-0086,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid lowland;agroforestry,Cultivated orchard,Tree,Sub-canopy,fruit_producer;structural,filtered sun to part shade,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,234
BRWM-00234,BOT-BR-0087,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,coastal shrubland;full sun,Managed medicinal crop,Shrub,Shrub,medicinal,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Coastal_Restinga; biome_basis=atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,235
BRWM-00235,BOT-BR-0087,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,coastal shrubland;full sun,Managed medicinal crop,Shrub,Shrub,medicinal,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Coastal_Restinga; biome_basis=atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,236
BRWM-00236,BOT-BR-0088,branch_brazil,Brazil,South,South Subtropical Humid,mild humid;well-drained,Wild / managed native,Tree,Sub-canopy,medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,237
BRWM-00237,BOT-BR-0089,branch_brazil,Brazil,South,South Subtropical Humid,well-drained;managed hedgerow,Managed medicinal crop,Shrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,238
BRWM-00238,BOT-BR-0089,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained;managed hedgerow,Managed medicinal crop,Shrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,239
BRWM-00239,BOT-BR-0090,branch_brazil,Brazil,Northeast,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,240
BRWM-00240,BOT-BR-0090,branch_brazil,Brazil,Southeast,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,241
BRWM-00241,BOT-BR-0090,branch_brazil,Brazil,South,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,242
BRWM-00242,BOT-BR-0090,branch_brazil,Brazil,Central-West,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,243
BRWM-00243,BOT-BR-0091,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,244
BRWM-00244,BOT-BR-0091,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,245
BRWM-00245,BOT-BR-0091,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,246
BRWM-00246,BOT-BR-0091,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,247
BRWM-00247,BOT-BR-0092,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,248
BRWM-00248,BOT-BR-0092,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,249
BRWM-00249,BOT-BR-0092,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,250
BRWM-00250,BOT-BR-0092,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,251
BRWM-00251,BOT-BR-0093,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,252
BRWM-00252,BOT-BR-0093,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,253
BRWM-00253,BOT-BR-0093,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,254
BRWM-00254,BOT-BR-0093,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,255
BRWM-00255,BOT-BR-0094,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,256
BRWM-00256,BOT-BR-0094,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,257
BRWM-00257,BOT-BR-0094,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,258
BRWM-00258,BOT-BR-0094,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Tree,Shrub,fruit_producer;medicinal;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,259
